qt_to_Q	unpol_bn	err	unpol_rc	err	sivers_bn	err	sivers_rc	err	collins_bn	err	collins_rc	err
8.600000e-01	1.285375e-06	1.427053e-20	1.318903e-06	9.694784e-12	-3.271771e-15	2.027939e-04	-1.589833e-03	1.055088e-02	7.203524e-02	1.131020e-15	6.961784e-02	9.906212e-04	
8.700000e-01	1.165015e-06	1.293426e-20	1.198365e-06	9.730622e-12	-3.612850e-15	2.067424e-04	-1.816820e-03	1.109710e-02	7.343779e-02	1.153041e-15	7.080939e-02	1.027712e-03	
8.800000e-01	1.054729e-06	1.170985e-20	1.087594e-06	9.719924e-12	-2.997924e-15	2.107959e-04	-2.052457e-03	1.165936e-02	7.487766e-02	1.175648e-15	7.203017e-02	1.066632e-03	
8.900000e-01	9.538022e-07	1.058933e-20	9.859167e-07	9.664155e-12	-3.261120e-15	2.149591e-04	-2.296426e-03	1.223668e-02	7.635647e-02	1.198867e-15	7.328200e-02	1.107425e-03	
9.000000e-01	8.615562e-07	9.565195e-21	8.926947e-07	9.565567e-12	-3.904627e-15	2.192366e-04	-2.140920e-04	3.594852e-03	7.787590e-02	1.222724e-15	7.456690e-02	1.150115e-03	
9.100000e-01	7.773504e-07	8.630323e-21	8.073234e-07	9.426886e-12	-3.429648e-15	2.236333e-04	-2.333229e-04	3.581409e-03	7.943769e-02	1.247245e-15	7.588706e-02	1.194691e-03	
9.200000e-01	7.005806e-07	7.778008e-21	7.292319e-07	9.251115e-12	-3.516327e-15	2.281544e-04	-2.540303e-04	3.564642e-03	8.104364e-02	1.272460e-15	7.724486e-02	1.241104e-03	
9.300000e-01	6.306778e-07	7.001930e-21	6.578813e-07	9.041581e-12	-3.852671e-15	2.328051e-04	-2.763227e-04	3.544083e-03	8.269563e-02	1.298398e-15	7.880837e-02	1.017834e-03	
9.400000e-01	5.671072e-07	6.296154e-21	5.927650e-07	8.801437e-12	-4.115391e-15	2.375909e-04	-3.003110e-04	3.519256e-03	8.439559e-02	1.325089e-15	8.040133e-02	5.772025e-04	
9.500000e-01	5.093672e-07	5.655112e-21	5.334067e-07	8.534074e-12	-3.779514e-15	2.425173e-04	-3.261020e-04	3.489645e-03	8.614553e-02	1.352565e-15	8.183253e-02	5.922311e-04	
9.600000e-01	4.569883e-07	5.073590e-21	4.793597e-07	8.242554e-12	-3.546695e-15	2.475903e-04	-3.537974e-04	3.454736e-03	8.794754e-02	1.380858e-15	8.261996e-02	1.244266e-03	
9.700000e-01	4.095318e-07	4.546717e-21	4.302064e-07	7.930138e-12	-4.044901e-15	2.528160e-04	-3.834821e-04	3.413971e-03	8.980378e-02	1.410002e-15	8.418319e-02	1.143510e-03	
9.800000e-01	3.665883e-07	4.069948e-21	3.855563e-07	7.599762e-12	-3.902829e-15	2.582006e-04	-4.152206e-04	3.366807e-03	9.171647e-02	1.440033e-15	8.580348e-02	1.040700e-03	
9.900000e-01	3.277768e-07	3.639053e-21	3.450452e-07	7.254289e-12	-3.824785e-15	2.637508e-04	-4.490462e-04	3.312728e-03	9.368796e-02	1.470988e-15	8.689460e-02	1.231307e-03	
1.000000e+00	2.927429e-07	3.250099e-21	3.083338e-07	6.896367e-12	-3.868556e-15	2.694732e-04	-4.849524e-04	3.251291e-03	9.572064e-02	1.502903e-15	8.867929e-02	1.010934e-03	
1.010000e+00	2.611579e-07	2.899435e-21	2.751070e-07	6.528733e-12	-4.215293e-15	2.753749e-04	-5.228301e-04	3.181841e-03	9.781702e-02	1.535818e-15	9.053813e-02	7.905359e-04	
1.020000e+00	2.327174e-07	2.583682e-21	2.450722e-07	6.153686e-12	-4.443221e-15	2.814632e-04	-5.625702e-04	3.104338e-03	9.997968e-02	1.569773e-15	9.247772e-02	5.712721e-04	
1.030000e+00	2.071396e-07	2.299712e-21	2.179581e-07	5.773402e-12	-4.334172e-15	2.877457e-04	-6.040008e-04	3.018947e-03	1.022113e-01	1.604812e-15	9.450522e-02	3.544156e-04	
1.040000e+00	1.841648e-07	2.044640e-21	1.935140e-07	5.390070e-12	-4.831923e-15	2.942303e-04	-6.468031e-04	2.925730e-03	1.045147e-01	1.640977e-15	9.662831e-02	1.413778e-04	
1.050000e+00	1.635532e-07	1.815805e-21	1.715078e-07	5.005587e-12	-4.071286e-15	3.009250e-04	-6.901667e-04	2.823434e-03	1.068928e-01	1.678315e-15	9.885538e-02	1.719653e-04	
1.060000e+00	1.450843e-07	1.610760e-21	1.517254e-07	4.621751e-12	-4.784737e-15	3.078383e-04	-7.338752e-04	2.714306e-03	1.093485e-01	1.716872e-15	1.011953e-01	3.679965e-04	
1.070000e+00	1.285557e-07	1.427255e-21	1.339695e-07	4.240251e-12	-4.602138e-15	3.149790e-04	-7.770683e-04	2.598552e-03	1.118849e-01	1.756697e-15	1.036574e-01	5.551939e-04	
1.080000e+00	1.137814e-07	1.263227e-21	1.180582e-07	3.862614e-12	-4.787147e-15	3.223562e-04	-8.188776e-04	2.477159e-03	1.145054e-01	1.797841e-15	1.069916e-01	1.107632e-03	
1.090000e+00	1.005913e-07	1.116788e-21	1.038247e-07	3.490303e-12	-4.991311e-15	3.299793e-04	-8.583529e-04	2.351371e-03	1.172133e-01	1.840357e-15	1.096766e-01	1.104678e-03	
